id,receivingId,flowerId,shippedQuantity,actualReceivedQuantity,acceptedQuantity,unusableQuantity,unusableNotes
51903,1483,21,27,27,26,1,Rejected at QC: damaged or below grade
51904,1484,21,31,31,30,1,Rejected at QC: damaged or below grade
51905,1485,21,24,24,22,2,Rejected at QC: damaged or below grade
51906,1481,22,23,23,22,1,Rejected at QC: damaged or below grade
51907,1482,22,28,28,26,2,Rejected at QC: damaged or below grade
51908,1483,22,27,27,26,1,Rejected at QC: damaged or below grade
51909,1484,22,19,19,18,1,Rejected at QC: damaged or below grade
51910,1485,22,25,25,24,1,Rejected at QC: damaged or below grade
51911,1481,23,24,24,23,1,Rejected at QC: damaged or below grade
51912,1482,23,23,23,22,1,Rejected at QC: damaged or below grade
51913,1483,23,19,19,18,1,Rejected at QC: damaged or below grade
51914,1484,23,22,22,21,1,Rejected at QC: damaged or below grade
51915,1485,23,24,24,23,1,Rejected at QC: damaged or below grade
51916,1481,24,23,23,21,2,Rejected at QC: damaged or below grade
51917,1482,24,24,24,23,1,Rejected at QC: damaged or below grade
51918,1483,24,22,22,22,0,
51919,1484,24,19,19,18,1,Rejected at QC: damaged or below grade
51920,1485,24,19,19,18,1,Rejected at QC: damaged or below grade
51921,1481,25,19,19,18,1,Rejected at QC: damaged or below grade
51922,1482,25,16,16,15,1,Rejected at QC: damaged or below grade
51923,1483,25,15,15,14,1,Rejected at QC: damaged or below grade
51924,1484,25,17,17,16,1,Rejected at QC: damaged or below grade
51925,1485,25,18,18,17,1,Rejected at QC: damaged or below grade
51926,1481,26,17,17,16,1,Rejected at QC: damaged or below grade
51927,1482,26,18,18,17,1,Rejected at QC: damaged or below grade
51928,1483,26,18,18,17,1,Rejected at QC: damaged or below grade
51929,1484,26,19,19,18,1,Rejected at QC: damaged or below grade
51930,1485,26,22,22,21,1,Rejected at QC: damaged or below grade
51931,1481,27,21,21,20,1,Rejected at QC: damaged or below grade
51932,1482,27,20,20,19,1,Rejected at QC: damaged or below grade
51933,1483,27,15,15,15,0,
51934,1484,27,21,21,20,1,Rejected at QC: damaged or below grade
51935,1485,27,18,18,17,1,Rejected at QC: damaged or below grade
51936,1481,28,27,27,26,1,Rejected at QC: damaged or below grade
51937,1482,28,27,27,25,2,Rejected at QC: damaged or below grade
51938,1483,28,23,23,21,2,Rejected at QC: damaged or below grade
51939,1484,28,27,27,26,1,Rejected at QC: damaged or below grade
51940,1485,28,21,21,20,1,Rejected at QC: damaged or below grade
51941,1481,29,25,25,24,1,Rejected at QC: damaged or below grade
51942,1482,29,23,23,22,1,Rejected at QC: damaged or below grade
51943,1483,29,21,21,19,2,Rejected at QC: damaged or below grade
51944,1484,29,21,21,20,1,Rejected at QC: damaged or below grade
51945,1485,29,22,22,21,1,Rejected at QC: damaged or below grade
51946,1481,30,21,21,20,1,Rejected at QC: damaged or below grade
51947,1482,30,21,21,20,1,Rejected at QC: damaged or below grade
51948,1483,30,29,29,28,1,Rejected at QC: damaged or below grade
51949,1484,30,20,20,19,1,Rejected at QC: damaged or below grade
51950,1485,30,27,27,25,2,Rejected at QC: damaged or below grade
51951,1481,31,20,20,19,1,Rejected at QC: damaged or below grade
51952,1482,31,18,18,17,1,Rejected at QC: damaged or below grade
51953,1483,31,21,21,21,0,
51954,1484,31,20,20,19,1,Rejected at QC: damaged or below grade
51955,1485,31,27,27,26,1,Rejected at QC: damaged or below grade
51956,1481,32,22,22,21,1,Rejected at QC: damaged or below grade
51957,1482,32,24,24,23,1,Rejected at QC: damaged or below grade
51958,1483,32,26,26,25,1,Rejected at QC: damaged or below grade
51959,1484,32,27,27,26,1,Rejected at QC: damaged or below grade
51960,1485,32,28,28,27,1,Rejected at QC: damaged or below grade
51961,1481,33,18,18,18,0,
51962,1482,33,20,20,19,1,Rejected at QC: damaged or below grade
51963,1483,33,20,20,19,1,Rejected at QC: damaged or below grade
51964,1484,33,17,17,16,1,Rejected at QC: damaged or below grade
51965,1485,33,23,23,22,1,Rejected at QC: damaged or below grade
51966,1481,34,19,19,18,1,Rejected at QC: damaged or below grade
51967,1482,34,20,20,19,1,Rejected at QC: damaged or below grade
51968,1483,34,19,19,18,1,Rejected at QC: damaged or below grade
51969,1484,34,20,20,19,1,Rejected at QC: damaged or below grade
51970,1485,34,21,21,20,1,Rejected at QC: damaged or below grade
51971,1481,35,19,19,18,1,Rejected at QC: damaged or below grade
51972,1482,35,20,20,19,1,Rejected at QC: damaged or below grade
51973,1483,35,20,20,19,1,Rejected at QC: damaged or below grade
51974,1484,35,23,23,22,1,Rejected at QC: damaged or below grade
51975,1485,35,21,21,20,1,Rejected at QC: damaged or below grade
51976,1486,1,17,17,16,1,Rejected at QC: damaged or below grade
51977,1487,1,19,19,18,1,Rejected at QC: damaged or below grade
51978,1488,1,17,17,16,1,Rejected at QC: damaged or below grade
51979,1489,1,17,17,16,1,Rejected at QC: damaged or below grade
51980,1490,1,15,15,14,1,Rejected at QC: damaged or below grade
51981,1486,2,17,17,16,1,Rejected at QC: damaged or below grade
51982,1487,2,18,18,17,1,Rejected at QC: damaged or below grade
51983,1488,2,21,21,19,2,Rejected at QC: damaged or below grade
51984,1489,2,23,23,21,2,Rejected at QC: damaged or below grade
51985,1490,2,18,18,18,0,
51986,1486,3,16,16,15,1,Rejected at QC: damaged or below grade
51987,1487,3,22,22,21,1,Rejected at QC: damaged or below grade
51988,1488,3,19,19,18,1,Rejected at QC: damaged or below grade
51989,1489,3,19,19,18,1,Rejected at QC: damaged or below grade
51990,1490,3,16,16,15,1,Rejected at QC: damaged or below grade
51991,1486,4,18,18,17,1,Rejected at QC: damaged or below grade
51992,1487,4,18,18,17,1,Rejected at QC: damaged or below grade
51993,1488,4,18,18,17,1,Rejected at QC: damaged or below grade
51994,1489,4,18,18,17,1,Rejected at QC: damaged or below grade
51995,1490,4,20,20,19,1,Rejected at QC: damaged or below grade
51996,1486,5,13,13,12,1,Rejected at QC: damaged or below grade
51997,1487,5,14,14,13,1,Rejected at QC: damaged or below grade
51998,1488,5,13,13,13,0,
51999,1489,5,13,13,12,1,Rejected at QC: damaged or below grade
52000,1490,5,14,14,13,1,Rejected at QC: damaged or below grade
52001,1486,6,25,25,23,2,Rejected at QC: damaged or below grade
52002,1487,6,18,18,17,1,Rejected at QC: damaged or below grade
52003,1488,6,24,24,23,1,Rejected at QC: damaged or below grade
52004,1489,6,19,19,18,1,Rejected at QC: damaged or below grade
52005,1490,6,23,23,22,1,Rejected at QC: damaged or below grade
52006,1486,7,25,25,24,1,Rejected at QC: damaged or below grade
52007,1487,7,22,22,20,2,Rejected at QC: damaged or below grade
52008,1488,7,24,24,23,1,Rejected at QC: damaged or below grade
52009,1489,7,18,18,17,1,Rejected at QC: damaged or below grade
52010,1490,7,25,25,23,2,Rejected at QC: damaged or below grade
52011,1486,8,21,21,20,1,Rejected at QC: damaged or below grade
52012,1487,8,21,21,20,1,Rejected at QC: damaged or below grade
52013,1488,8,16,16,15,1,Rejected at QC: damaged or below grade
52014,1489,8,19,19,18,1,Rejected at QC: damaged or below grade
52015,1490,8,18,18,17,1,Rejected at QC: damaged or below grade
52016,1486,9,23,23,22,1,Rejected at QC: damaged or below grade
52017,1487,9,18,18,17,1,Rejected at QC: damaged or below grade
52018,1488,9,23,23,23,0,
52019,1489,9,22,22,21,1,Rejected at QC: damaged or below grade
52020,1490,9,22,22,20,2,Rejected at QC: damaged or below grade
52021,1486,10,22,22,20,2,Rejected at QC: damaged or below grade
52022,1487,10,17,17,16,1,Rejected at QC: damaged or below grade
52023,1488,10,17,17,16,1,Rejected at QC: damaged or below grade
52024,1489,10,22,22,21,1,Rejected at QC: damaged or below grade
52025,1490,10,18,18,17,1,Rejected at QC: damaged or below grade
52026,1486,11,18,18,17,1,Rejected at QC: damaged or below grade
52027,1487,11,17,17,16,1,Rejected at QC: damaged or below grade
52028,1488,11,19,19,18,1,Rejected at QC: damaged or below grade
52029,1489,11,19,19,18,1,Rejected at QC: damaged or below grade
52030,1490,11,17,17,16,1,Rejected at QC: damaged or below grade
52031,1486,12,18,18,17,1,Rejected at QC: damaged or below grade
52032,1487,12,15,15,14,1,Rejected at QC: damaged or below grade
52033,1488,12,18,18,17,1,Rejected at QC: damaged or below grade
52034,1489,12,18,18,17,1,Rejected at QC: damaged or below grade
52035,1490,12,15,15,14,1,Rejected at QC: damaged or below grade
52036,1486,13,23,23,22,1,Rejected at QC: damaged or below grade
52037,1487,13,23,23,21,2,Rejected at QC: damaged or below grade
52038,1488,13,22,22,21,1,Rejected at QC: damaged or below grade
52039,1489,13,20,20,19,1,Rejected at QC: damaged or below grade
52040,1490,13,16,16,15,1,Rejected at QC: damaged or below grade
52041,1486,14,13,13,13,0,
52042,1487,14,16,16,15,1,Rejected at QC: damaged or below grade
52043,1488,14,16,16,15,1,Rejected at QC: damaged or below grade
52044,1489,14,14,14,13,1,Rejected at QC: damaged or below grade
52045,1490,14,12,12,11,1,Rejected at QC: damaged or below grade
52046,1486,15,21,21,20,1,Rejected at QC: damaged or below grade
52047,1487,15,17,17,16,1,Rejected at QC: damaged or below grade
52048,1488,15,20,20,19,1,Rejected at QC: damaged or below grade
52049,1489,15,18,18,18,0,
52050,1490,15,15,15,14,1,Rejected at QC: damaged or below grade
52051,1486,16,21,21,20,1,Rejected at QC: damaged or below grade
52052,1487,16,23,23,22,1,Rejected at QC: damaged or below grade
52053,1488,16,26,26,24,2,Rejected at QC: damaged or below grade
52054,1489,16,27,27,25,2,Rejected at QC: damaged or below grade
52055,1490,16,21,21,20,1,Rejected at QC: damaged or below grade
52056,1486,17,18,18,17,1,Rejected at QC: damaged or below grade
52057,1487,17,19,19,18,1,Rejected at QC: damaged or below grade
52058,1488,17,16,16,15,1,Rejected at QC: damaged or below grade
52059,1489,17,18,18,18,0,
52060,1490,17,20,20,18,2,Rejected at QC: damaged or below grade
52061,1486,18,17,17,16,1,Rejected at QC: damaged or below grade
52062,1487,18,16,16,16,0,
52063,1488,18,22,22,20,2,Rejected at QC: damaged or below grade
52064,1489,18,17,17,16,1,Rejected at QC: damaged or below grade
52065,1490,18,21,21,20,1,Rejected at QC: damaged or below grade
52066,1486,19,21,21,20,1,Rejected at QC: damaged or below grade
52067,1487,19,20,20,19,1,Rejected at QC: damaged or below grade
52068,1488,19,20,20,19,1,Rejected at QC: damaged or below grade
52069,1489,19,14,14,13,1,Rejected at QC: damaged or below grade
52070,1490,19,19,19,18,1,Rejected at QC: damaged or below grade
52071,1486,20,17,17,17,0,
52072,1487,20,16,16,15,1,Rejected at QC: damaged or below grade
52073,1488,20,15,15,14,1,Rejected at QC: damaged or below grade
52074,1489,20,12,12,11,1,Rejected at QC: damaged or below grade
52075,1490,20,15,15,14,1,Rejected at QC: damaged or below grade
52076,1486,21,20,20,19,1,Rejected at QC: damaged or below grade
52077,1487,21,20,20,20,0,
52078,1488,21,22,22,20,2,Rejected at QC: damaged or below grade
52079,1489,21,21,21,19,2,Rejected at QC: damaged or below grade
52080,1490,21,16,16,15,1,Rejected at QC: damaged or below grade
52081,1486,22,15,15,15,0,
52082,1487,22,12,12,12,0,
52083,1488,22,16,16,15,1,Rejected at QC: damaged or below grade
52084,1489,22,13,13,12,1,Rejected at QC: damaged or below grade
52085,1490,22,14,14,14,0,
52086,1486,23,19,19,17,2,Rejected at QC: damaged or below grade
52087,1487,23,20,20,19,1,Rejected at QC: damaged or below grade
52088,1488,23,17,17,16,1,Rejected at QC: damaged or below grade
52089,1489,23,17,17,16,1,Rejected at QC: damaged or below grade
52090,1490,23,23,23,22,1,Rejected at QC: damaged or below grade
52091,1486,24,21,21,20,1,Rejected at QC: damaged or below grade
52092,1487,24,27,27,26,1,Rejected at QC: damaged or below grade
52093,1488,24,22,22,21,1,Rejected at QC: damaged or below grade
52094,1489,24,21,21,20,1,Rejected at QC: damaged or below grade
52095,1490,24,27,27,26,1,Rejected at QC: damaged or below grade
52096,1486,25,20,20,18,2,Rejected at QC: damaged or below grade
52097,1487,25,22,22,21,1,Rejected at QC: damaged or below grade
52098,1488,25,27,27,26,1,Rejected at QC: damaged or below grade
52099,1489,25,21,21,20,1,Rejected at QC: damaged or below grade
52100,1490,25,25,25,24,1,Rejected at QC: damaged or below grade
52101,1486,26,24,24,23,1,Rejected at QC: damaged or below grade
52102,1487,26,21,21,20,1,Rejected at QC: damaged or below grade
52103,1488,26,19,19,18,1,Rejected at QC: damaged or below grade
52104,1489,26,25,25,24,1,Rejected at QC: damaged or below grade
52105,1490,26,23,23,22,1,Rejected at QC: damaged or below grade
52106,1486,27,23,23,22,1,Rejected at QC: damaged or below grade
52107,1487,27,23,23,21,2,Rejected at QC: damaged or below grade
52108,1488,27,20,20,19,1,Rejected at QC: damaged or below grade
52109,1489,27,18,18,17,1,Rejected at QC: damaged or below grade
52110,1490,27,22,22,21,1,Rejected at QC: damaged or below grade
52111,1486,28,19,19,18,1,Rejected at QC: damaged or below grade
52112,1487,28,18,18,17,1,Rejected at QC: damaged or below grade
52113,1488,28,17,17,16,1,Rejected at QC: damaged or below grade
52114,1489,28,21,21,20,1,Rejected at QC: damaged or below grade
52115,1490,28,20,20,19,1,Rejected at QC: damaged or below grade
52116,1486,29,13,13,12,1,Rejected at QC: damaged or below grade
52117,1487,29,13,13,12,1,Rejected at QC: damaged or below grade
52118,1488,29,15,15,14,1,Rejected at QC: damaged or below grade
52119,1489,29,19,19,18,1,Rejected at QC: damaged or below grade
52120,1490,29,14,14,14,0,
52121,1486,30,22,22,21,1,Rejected at QC: damaged or below grade
52122,1487,30,23,23,22,1,Rejected at QC: damaged or below grade
52123,1488,30,21,21,20,1,Rejected at QC: damaged or below grade
52124,1489,30,15,15,15,0,
52125,1490,30,20,20,19,1,Rejected at QC: damaged or below grade
52126,1486,31,18,18,17,1,Rejected at QC: damaged or below grade
52127,1487,31,16,16,15,1,Rejected at QC: damaged or below grade
52128,1488,31,18,18,17,1,Rejected at QC: damaged or below grade
52129,1489,31,22,22,20,2,Rejected at QC: damaged or below grade
52130,1490,31,16,16,15,1,Rejected at QC: damaged or below grade
52131,1486,32,19,19,18,1,Rejected at QC: damaged or below grade
52132,1487,32,26,26,24,2,Rejected at QC: damaged or below grade
52133,1488,32,22,22,21,1,Rejected at QC: damaged or below grade
52134,1489,32,24,24,23,1,Rejected at QC: damaged or below grade
52135,1490,32,21,21,20,1,Rejected at QC: damaged or below grade
52136,1486,33,17,17,16,1,Rejected at QC: damaged or below grade
52137,1487,33,19,19,18,1,Rejected at QC: damaged or below grade
52138,1488,33,22,22,20,2,Rejected at QC: damaged or below grade
52139,1489,33,19,19,19,0,
52140,1490,33,22,22,21,1,Rejected at QC: damaged or below grade
52141,1486,34,23,23,22,1,Rejected at QC: damaged or below grade
52142,1487,34,18,18,17,1,Rejected at QC: damaged or below grade
52143,1488,34,23,23,21,2,Rejected at QC: damaged or below grade
52144,1489,34,17,17,16,1,Rejected at QC: damaged or below grade
52145,1490,34,21,21,20,1,Rejected at QC: damaged or below grade
52146,1486,35,14,14,14,0,
52147,1487,35,15,15,14,1,Rejected at QC: damaged or below grade
52148,1488,35,17,17,16,1,Rejected at QC: damaged or below grade
52149,1489,35,13,13,12,1,Rejected at QC: damaged or below grade
52150,1490,35,15,15,14,1,Rejected at QC: damaged or below grade
52151,1491,1,18,18,17,1,Rejected at QC: damaged or below grade
52152,1492,1,16,16,15,1,Rejected at QC: damaged or below grade
52153,1493,1,18,18,17,1,Rejected at QC: damaged or below grade
52154,1494,1,14,14,14,0,
52155,1495,1,15,15,15,0,
52156,1491,2,14,14,13,1,Rejected at QC: damaged or below grade
52157,1492,2,13,13,13,0,
52158,1493,2,16,16,15,1,Rejected at QC: damaged or below grade
52159,1494,2,14,14,13,1,Rejected at QC: damaged or below grade
52160,1495,2,15,15,14,1,Rejected at QC: damaged or below grade
52161,1491,3,12,12,12,0,
52162,1492,3,11,11,10,1,Rejected at QC: damaged or below grade
52163,1493,3,11,11,11,0,
52164,1494,3,13,13,13,0,
52165,1495,3,11,11,11,0,
52166,1491,4,16,16,15,1,Rejected at QC: damaged or below grade
52167,1492,4,14,14,13,1,Rejected at QC: damaged or below grade
52168,1493,4,19,19,18,1,Rejected at QC: damaged or below grade
52169,1494,4,16,16,15,1,Rejected at QC: damaged or below grade
52170,1495,4,14,14,13,1,Rejected at QC: damaged or below grade
52171,1491,5,18,18,17,1,Rejected at QC: damaged or below grade
52172,1492,5,15,15,15,0,
52173,1493,5,15,15,14,1,Rejected at QC: damaged or below grade
52174,1494,5,14,14,14,0,
52175,1495,5,17,17,16,1,Rejected at QC: damaged or below grade
52176,1491,6,17,17,16,1,Rejected at QC: damaged or below grade
52177,1492,6,22,22,21,1,Rejected at QC: damaged or below grade
52178,1493,6,22,22,21,1,Rejected at QC: damaged or below grade
52179,1494,6,18,18,17,1,Rejected at QC: damaged or below grade
52180,1495,6,17,17,16,1,Rejected at QC: damaged or below grade
52181,1491,7,13,13,12,1,Rejected at QC: damaged or below grade
52182,1492,7,12,12,11,1,Rejected at QC: damaged or below grade
52183,1493,7,11,11,11,0,
52184,1494,7,12,12,11,1,Rejected at QC: damaged or below grade
52185,1495,7,10,10,10,0,
52186,1491,8,17,17,17,0,
52187,1492,8,17,17,16,1,Rejected at QC: damaged or below grade
52188,1493,8,17,17,16,1,Rejected at QC: damaged or below grade
52189,1494,8,15,15,14,1,Rejected at QC: damaged or below grade
52190,1495,8,17,17,16,1,Rejected at QC: damaged or below grade
52191,1491,9,17,17,16,1,Rejected at QC: damaged or below grade
52192,1492,9,19,19,18,1,Rejected at QC: damaged or below grade
52193,1493,9,15,15,14,1,Rejected at QC: damaged or below grade
52194,1494,9,15,15,14,1,Rejected at QC: damaged or below grade
52195,1495,9,16,16,15,1,Rejected at QC: damaged or below grade
52196,1491,10,16,16,15,1,Rejected at QC: damaged or below grade
52197,1492,10,16,16,15,1,Rejected at QC: damaged or below grade
52198,1493,10,15,15,14,1,Rejected at QC: damaged or below grade
52199,1494,10,15,15,15,0,
52200,1495,10,15,15,15,0,
52201,1491,11,13,13,12,1,Rejected at QC: damaged or below grade
52202,1492,11,14,14,13,1,Rejected at QC: damaged or below grade
52203,1493,11,17,17,16,1,Rejected at QC: damaged or below grade
52204,1494,11,16,16,15,1,Rejected at QC: damaged or below grade
52205,1495,11,14,14,13,1,Rejected at QC: damaged or below grade
52206,1491,12,14,14,13,1,Rejected at QC: damaged or below grade
52207,1492,12,15,15,14,1,Rejected at QC: damaged or below grade
52208,1493,12,12,12,11,1,Rejected at QC: damaged or below grade
52209,1494,12,16,16,15,1,Rejected at QC: damaged or below grade
52210,1495,12,14,14,13,1,Rejected at QC: damaged or below grade
52211,1491,13,21,21,20,1,Rejected at QC: damaged or below grade
52212,1492,13,19,19,18,1,Rejected at QC: damaged or below grade
52213,1493,13,18,18,17,1,Rejected at QC: damaged or below grade
52214,1494,13,16,16,15,1,Rejected at QC: damaged or below grade
52215,1495,13,16,16,15,1,Rejected at QC: damaged or below grade
52216,1491,14,15,15,14,1,Rejected at QC: damaged or below grade
52217,1492,14,20,20,19,1,Rejected at QC: damaged or below grade
52218,1493,14,18,18,17,1,Rejected at QC: damaged or below grade
52219,1494,14,17,17,16,1,Rejected at QC: damaged or below grade
52220,1495,14,16,16,15,1,Rejected at QC: damaged or below grade
52221,1491,15,17,17,17,0,
52222,1492,15,15,15,14,1,Rejected at QC: damaged or below grade
52223,1493,15,16,16,15,1,Rejected at QC: damaged or below grade
52224,1494,15,12,12,11,1,Rejected at QC: damaged or below grade
52225,1495,15,15,15,14,1,Rejected at QC: damaged or below grade
52226,1491,16,16,16,16,0,
52227,1492,16,13,13,12,1,Rejected at QC: damaged or below grade
52228,1493,16,12,12,11,1,Rejected at QC: damaged or below grade
52229,1494,16,14,14,13,1,Rejected at QC: damaged or below grade
52230,1495,16,14,14,14,0,
52231,1491,17,20,20,19,1,Rejected at QC: damaged or below grade
52232,1492,17,16,16,15,1,Rejected at QC: damaged or below grade
52233,1493,17,18,18,17,1,Rejected at QC: damaged or below grade
52234,1494,17,19,19,18,1,Rejected at QC: damaged or below grade
52235,1495,17,20,20,19,1,Rejected at QC: damaged or below grade
52236,1491,18,19,19,19,0,
52237,1492,18,18,18,17,1,Rejected at QC: damaged or below grade
52238,1493,18,23,23,21,2,Rejected at QC: damaged or below grade
52239,1494,18,20,20,19,1,Rejected at QC: damaged or below grade
52240,1495,18,19,19,18,1,Rejected at QC: damaged or below grade
52241,1491,19,17,17,16,1,Rejected at QC: damaged or below grade
52242,1492,19,13,13,12,1,Rejected at QC: damaged or below grade
52243,1493,19,18,18,18,0,
52244,1494,19,16,16,15,1,Rejected at QC: damaged or below grade
52245,1495,19,13,13,13,0,
52246,1491,20,19,19,18,1,Rejected at QC: damaged or below grade
52247,1492,20,20,20,19,1,Rejected at QC: damaged or below grade
52248,1493,20,15,15,14,1,Rejected at QC: damaged or below grade
52249,1494,20,18,18,17,1,Rejected at QC: damaged or below grade
52250,1495,20,20,20,19,1,Rejected at QC: damaged or below grade
52251,1491,21,16,16,16,0,
52252,1492,21,14,14,13,1,Rejected at QC: damaged or below grade
52253,1493,21,14,14,13,1,Rejected at QC: damaged or below grade
52254,1494,21,17,17,16,1,Rejected at QC: damaged or below grade
52255,1495,21,15,15,15,0,
52256,1491,22,17,17,17,0,
52257,1492,22,17,17,17,0,
52258,1493,22,18,18,17,1,Rejected at QC: damaged or below grade
52259,1494,22,19,19,18,1,Rejected at QC: damaged or below grade
52260,1495,22,21,21,20,1,Rejected at QC: damaged or below grade
52261,1491,23,19,19,18,1,Rejected at QC: damaged or below grade
52262,1492,23,20,20,19,1,Rejected at QC: damaged or below grade
52263,1493,23,19,19,18,1,Rejected at QC: damaged or below grade
52264,1494,23,17,17,16,1,Rejected at QC: damaged or below grade
52265,1495,23,13,13,13,0,
52266,1491,24,22,22,21,1,Rejected at QC: damaged or below grade
52267,1492,24,22,22,21,1,Rejected at QC: damaged or below grade
52268,1493,24,17,17,17,0,
52269,1494,24,19,19,18,1,Rejected at QC: damaged or below grade
52270,1495,24,23,23,22,1,Rejected at QC: damaged or below grade
52271,1491,25,17,17,16,1,Rejected at QC: damaged or below grade
52272,1492,25,16,16,15,1,Rejected at QC: damaged or below grade
52273,1493,25,19,19,18,1,Rejected at QC: damaged or below grade
52274,1494,25,18,18,17,1,Rejected at QC: damaged or below grade
52275,1495,25,13,13,12,1,Rejected at QC: damaged or below grade
52276,1491,26,14,14,14,0,
52277,1492,26,14,14,14,0,
52278,1493,26,13,13,12,1,Rejected at QC: damaged or below grade
52279,1494,26,14,14,13,1,Rejected at QC: damaged or below grade
52280,1495,26,11,11,11,0,
52281,1491,27,14,14,13,1,Rejected at QC: damaged or below grade
52282,1492,27,12,12,12,0,
52283,1493,27,14,14,13,1,Rejected at QC: damaged or below grade
52284,1494,27,13,13,12,1,Rejected at QC: damaged or below grade
52285,1495,27,13,13,12,1,Rejected at QC: damaged or below grade
52286,1491,28,13,13,12,1,Rejected at QC: damaged or below grade
52287,1492,28,14,14,13,1,Rejected at QC: damaged or below grade
52288,1493,28,16,16,15,1,Rejected at QC: damaged or below grade
52289,1494,28,13,13,12,1,Rejected at QC: damaged or below grade
52290,1495,28,17,17,16,1,Rejected at QC: damaged or below grade
52291,1491,29,13,13,13,0,
52292,1492,29,14,14,14,0,
52293,1493,29,14,14,13,1,Rejected at QC: damaged or below grade
52294,1494,29,17,17,16,1,Rejected at QC: damaged or below grade
52295,1495,29,17,17,16,1,Rejected at QC: damaged or below grade
52296,1491,30,17,17,16,1,Rejected at QC: damaged or below grade
52297,1492,30,18,18,17,1,Rejected at QC: damaged or below grade
52298,1493,30,14,14,13,1,Rejected at QC: damaged or below grade
52299,1494,30,18,18,17,1,Rejected at QC: damaged or below grade
52300,1495,30,14,14,13,1,Rejected at QC: damaged or below grade
52301,1491,31,11,11,10,1,Rejected at QC: damaged or below grade
52302,1492,31,11,11,11,0,
52303,1493,31,14,14,13,1,Rejected at QC: damaged or below grade
52304,1494,31,14,14,13,1,Rejected at QC: damaged or below grade
52305,1495,31,10,10,10,0,
52306,1491,32,13,13,13,0,
52307,1492,32,12,12,11,1,Rejected at QC: damaged or below grade
52308,1493,32,12,12,12,0,
52309,1494,32,12,12,12,0,
52310,1495,32,14,14,13,1,Rejected at QC: damaged or below grade
52311,1491,33,10,10,9,1,Rejected at QC: damaged or below grade
52312,1492,33,11,11,10,1,Rejected at QC: damaged or below grade
52313,1493,33,10,10,10,0,
52314,1494,33,9,9,8,1,Rejected at QC: damaged or below grade
52315,1495,33,12,12,11,1,Rejected at QC: damaged or below grade
52316,1491,34,16,16,15,1,Rejected at QC: damaged or below grade
52317,1492,34,15,15,14,1,Rejected at QC: damaged or below grade
52318,1493,34,15,15,14,1,Rejected at QC: damaged or below grade
52319,1494,34,18,18,17,1,Rejected at QC: damaged or below grade
52320,1495,34,19,19,18,1,Rejected at QC: damaged or below grade
52321,1491,35,14,14,14,0,
52322,1492,35,16,16,15,1,Rejected at QC: damaged or below grade
52323,1493,35,15,15,14,1,Rejected at QC: damaged or below grade
52324,1494,35,14,14,13,1,Rejected at QC: damaged or below grade
52325,1495,35,11,11,10,1,Rejected at QC: damaged or below grade
52326,1496,1,16,16,15,1,Rejected at QC: damaged or below grade
52327,1497,1,14,14,13,1,Rejected at QC: damaged or below grade
52328,1498,1,18,18,17,1,Rejected at QC: damaged or below grade
52329,1499,1,15,15,14,1,Rejected at QC: damaged or below grade
52330,1500,1,14,14,13,1,Rejected at QC: damaged or below grade
52331,1496,2,19,19,19,0,
52332,1497,2,20,20,19,1,Rejected at QC: damaged or below grade
52333,1498,2,17,17,17,0,
52334,1499,2,18,18,18,0,
52335,1500,2,15,15,14,1,Rejected at QC: damaged or below grade
52336,1496,3,16,16,16,0,
52337,1497,3,19,19,19,0,
52338,1498,3,15,15,14,1,Rejected at QC: damaged or below grade
52339,1499,3,16,16,15,1,Rejected at QC: damaged or below grade
52340,1500,3,16,16,15,1,Rejected at QC: damaged or below grade
52341,1496,4,16,16,15,1,Rejected at QC: damaged or below grade
52342,1497,4,12,12,12,0,
52343,1498,4,12,12,11,1,Rejected at QC: damaged or below grade
52344,1499,4,15,15,14,1,Rejected at QC: damaged or below grade
52345,1500,4,14,14,13,1,Rejected at QC: damaged or below grade
52346,1496,5,20,20,19,1,Rejected at QC: damaged or below grade
52347,1497,5,19,19,18,1,Rejected at QC: damaged or below grade
52348,1498,5,15,15,14,1,Rejected at QC: damaged or below grade
52349,1499,5,21,21,20,1,Rejected at QC: damaged or below grade
52350,1500,5,16,16,15,1,Rejected at QC: damaged or below grade
52351,1496,6,17,17,16,1,Rejected at QC: damaged or below grade
52352,1497,6,14,14,14,0,
52353,1498,6,16,16,15,1,Rejected at QC: damaged or below grade
52354,1499,6,16,16,15,1,Rejected at QC: damaged or below grade
52355,1500,6,17,17,16,1,Rejected at QC: damaged or below grade
52356,1496,7,15,15,14,1,Rejected at QC: damaged or below grade
52357,1497,7,14,14,13,1,Rejected at QC: damaged or below grade
52358,1498,7,15,15,14,1,Rejected at QC: damaged or below grade
52359,1499,7,15,15,14,1,Rejected at QC: damaged or below grade
52360,1500,7,20,20,19,1,Rejected at QC: damaged or below grade
52361,1496,8,19,19,18,1,Rejected at QC: damaged or below grade
52362,1497,8,19,19,18,1,Rejected at QC: damaged or below grade
52363,1498,8,20,20,19,1,Rejected at QC: damaged or below grade
52364,1499,8,14,14,13,1,Rejected at QC: damaged or below grade
52365,1500,8,18,18,17,1,Rejected at QC: damaged or below grade
52366,1496,9,14,14,13,1,Rejected at QC: damaged or below grade
52367,1497,9,15,15,15,0,
52368,1498,9,15,15,14,1,Rejected at QC: damaged or below grade
52369,1499,9,19,19,18,1,Rejected at QC: damaged or below grade
